id_match,home_team,away_team,home_result,away_result,date,round,city,edition
6323,Paraguay,Colombia,0,2,,Preliminary,Asunción,2010
6324,Chile,Ecuador,1,0,,Preliminary,Santiago,2010
6325,Peru,Bolivia,1,0,,Preliminary,Lima,2010
6326,Brazil,Venezuela,0,0,,Preliminary,Campo Grande,2010
6327,USA,Costa Rica,2,2,,Preliminary,Washington,2010
6328,Trinidad and Tobago,Mexico,2,2,,Preliminary,Port of Spain,2010
6329,El Salvador,Honduras,0,1,,Preliminary,San Salvador,2010
6330,Ireland,France,0,1,,Preliminary,Dublin,2010
6331,Portugal,Bosnia-Herzegovina,1,0,,Preliminary,Lisboa,2010
6332,Greece,Ukraine,0,0,,Preliminary,Athína,2010
6333,Russia,Slovenia,2,1,,Preliminary,Moskva,2010
6334,Costa Rica,Uruguay,0,1,,Preliminary,San José,2010
6335,New Zealand,Bahrain,1,0,,Preliminary,Wellington,2010
6336,Morocco,Cameroon,0,2,,Preliminary,Fez,2010
6337,Togo,Gabon,1,0,,Preliminary,Lomé,2010
6338,Kenya,Nigeria,2,3,,Preliminary,Nairobi,2010
6339,Mozambique,Tunisia,1,0,,Preliminary,Maputo,2010
6340,Egypt,Algeria,2,0,,Preliminary,Cairo,2010
6341,Rwanda,Zambia,0,0,,Preliminary,Kigali,2010
6342,Sudan,Benin,1,2,,Preliminary,Omdurman,2010
6343,Burkina Faso,Malawi,1,0,,Preliminary,Ouagadougou,2010
6344,Ivory Coast,Guinea,3,0,,Preliminary,Abidjan,2010
6345,Ghana,Mali,2,2,,Preliminary,Kumasi,2010
6346,France,Ireland,1,1,,Preliminary,Paris,2010
6347,Bosnia-Herzegovina,Portugal,0,1,,Preliminary,Zenica,2010
6348,Ukraine,Greece,0,1,,Preliminary,Donetsk,2010
6349,Slovenia,Russia,1,0,,Preliminary,Maribor,2010
6350,Uruguay,Costa Rica,1,1,,Preliminary,Montevideo,2010
6351,Algeria,Egypt,1,0,,Preliminary,Omdurman,2010
775,Brazil,Croatia,3,1,2014/06/12,Group Stage,Sao Paulo,2014
776,Mexico,Cameroon,1,0,2014/06/13,Group Stage,Natal,2014
777,Netherlands,Spain,5,1,2014/06/13,Group Stage,Salvador,2014
778,Chile,Australia,3,1,2014/06/13,Group Stage,Cuiaba,2014
779,Colombia,Greece,3,0,2014/06/14,Group Stage,Belo Horizonte,2014
780,Cote d'Ivoire,Japan,2,1,2014/06/14,Group Stage,Recife,2014
781,Uruguay,Costa Rica,1,3,2014/06/14,Group Stage,Fortaleza,2014
782,England,Italy,1,2,2014/06/14,Group Stage,Manaus,2014
783,Switzerland,Ecuador,2,1,2014/06/15,Group Stage,Brasilia,2014
784,France,Honduras,3,0,2014/06/15,Group Stage,Porto Alegre,2014
785,Argentina,Bosnia and Herzegovina,2,1,2014/06/15,Group Stage,Rio de Janeiro,2014
786,Germany,Portugal,4,0,2014/06/16,Group Stage,Salvador,2014
787,Iran,Nigeria,0,0,2014/06/16,Group Stage,Curitiba,2014
788,Ghana,United States,1,2,2014/06/16,Group Stage,Natal,2014
789,Belgium,Algeria,2,1,2014/06/17,Group Stage,Belo Horizonte,2014
790,Brazil,Mexico,0,0,2014/06/17,Group Stage,Fortaleza,2014
791,Russia,Korea Republic,1,1,2014/06/17,Group Stage,Cuiaba,2014
792,Australia,Netherlands,2,3,2014/06/18,Group Stage,Porto Alegre,2014
793,Spain,Chile,0,2,2014/06/18,Group Stage,Rio de Janeiro,2014
794,Cameroon,Croatia,0,4,2014/06/18,Group Stage,Manaus,2014
795,Colombia,Cote d'Ivoire,2,1,2014/06/19,Group Stage,Brasilia,2014
796,Uruguay,England,2,1,2014/06/19,Group Stage,Sao Paulo,2014
797,Japan,Greece,0,0,2014/06/19,Group Stage,Natal,2014
798,Italy,Costa Rica,0,1,2014/06/20,Group Stage,Recife,2014
799,Switzerland,France,2,5,2014/06/20,Group Stage,Salvador,2014
800,Honduras,Ecuador,1,2,2014/06/20,Group Stage,Curitiba,2014
801,Argentina,Iran,1,0,2014/06/21,Group Stage,Belo Horizonte,2014
802,Germany,Ghana,2,2,2014/06/21,Group Stage,Fortaleza,2014
803,Nigeria,Bosnia and Herzegovina,1,0,2014/06/21,Group Stage,Cuiaba,2014
804,Belgium,Russia,1,0,2014/06/22,Group Stage,Rio de Janeiro,2014
805,Korea Republic,Algeria,2,4,2014/06/22,Group Stage,Porto Alegre,2014
806,United States,Portugal,2,2,2014/06/22,Group Stage,Manaus,2014
807,Australia,Spain,0,3,2014/06/23,Group Stage,Curitiba,2014
808,Netherlands,Chile,2,0,2014/06/23,Group Stage,Sao Paulo,2014
809,Cameroon,Brazil,1,4,2014/06/23,Group Stage,Brasilia,2014
810,Croatia,Mexico,1,3,2014/06/23,Group Stage,Recife,2014
811,Italy,Uruguay,0,1,2014/06/24,Group Stage,Natal,2014
812,Costa Rica,England,0,0,2014/06/24,Group Stage,Belo Horizonte,2014
813,Japan,Colombia,1,4,2014/06/24,Group Stage,Cuiaba,2014
814,Greece,Cote d'Ivoire,2,1,2014/06/24,Group Stage,Fortaleza,2014
815,Nigeria,Argentina,2,3,2014/06/25,Group Stage,Porto Alegre,2014
816,Bosnia and Herzegovina,Iran,3,1,2014/06/25,Group Stage,Salvador,2014
817,Honduras,Switzerland,0,3,2014/06/25,Group Stage,Manaus,2014
818,Ecuador,France,0,0,2014/06/25,Group Stage,Rio de Janeiro,2014
819,United States,Germany,0,1,2014/06/26,Group Stage,Recife,2014
820,Portugal,Ghana,2,1,2014/06/26,Group Stage,Brasilia,2014
821,Korea Republic,Belgium,0,1,2014/06/26,Group Stage,Sao Paulo,2014
822,Algeria,Russia,1,1,2014/06/26,Group Stage,Curitiba,2014
823,Brazil,Chile,1,1,2014/06/28,Round of 16,Belo Horizonte,2014
824,Colombia,Uruguay,2,0,2014/06/28,Round of 16,Rio de Janeiro,2014
825,Netherlands,Mexico,2,1,2014/06/29,Round of 16,Fortaleza,2014
826,Costa Rica,Greece,1,1,2014/06/29,Round of 16,Recife,2014
827,France,Nigeria,2,0,2014/06/30,Round of 16,Brasilia,2014
828,Germany,Algeria,2,1,2014/06/30,Round of 16,Porto Alegre,2014
829,Argentina,Switzerland,1,0,2014/07/01,Round of 16,Sao Paulo,2014
830,Belgium,United States,2,1,2014/07/01,Round of 16,Salvador,2014
831,France,Germany,0,1,2014/07/04,Quarter-finals,Rio de Janeiro,2014
832,Brazil,Colombia,2,1,2014/07/04,Quarter-finals,Fortaleza,2014
833,Argentina,Belgium,1,0,2014/07/05,Quarter-finals,Brasilia,2014
834,Netherlands,Costa Rica,0,0,2014/07/05,Quarter-finals,Salvador,2014
835,Brazil,Germany,1,7,2014/07/08,Semi-finals,Belo Horizonte,2014
836,Netherlands,Argentina,0,0,2014/07/09,Semi-finals,Sao Paulo,2014
837,Brazil,Netherlands,0,3,2014/07/12,Third Place,Brasilia,2014
838,Germany,Argentina,1,0,2014/07/13,Final,Rio de Janeiro,2014
6416,Montserrat,Belize,2,5,,Preliminary,Couva,2014
6417,Nepal,East Timor,2,1,,Preliminary,Kathmandu,2014
6418,Malaysia,Taiwan,2,1,,Preliminary,Kuala Lumpur,2014
6419,Vietnam,Macao,6,0,,Preliminary,Ho Chi Minh,2014
6420,Mongolia,Myanmar,1,0,,Preliminary,Ulaan Baatar,2014
6421,Bangladesh,Pakistan,3,0,,Preliminary,Dhaka,2014
6422,Afghanistan,Palestine,0,2,,Preliminary,Tursunzoda,2014
6423,Sri Lanka,Philippines,1,1,,Preliminary,Colombo,2014
6424,Cambodia,Laos,4,2,,Preliminary,Phnom Penh,2014
6425,East Timor,Nepal,0,5,,Preliminary,Kathmandu,2014
6426,Turks and Caicos,Bahamas,0,4,,Preliminary,Providenciales,2014
6427,Taiwan,Malaysia,3,2,,Preliminary,Taipei,2014
6428,Macao,Vietnam,1,7,,Preliminary,Macau,2014
6429,Myanmar,Mongolia,2,0,,Preliminary,Yangon,2014
6430,Pakistan,Bangladesh,0,0,,Preliminary,Lahore,2014
6431,Palestine,Afghanistan,1,1,,Preliminary,Al-Ram,2014
6432,Philippines,Sri Lanka,4,0,,Preliminary,Manila,2014
6433,Laos,Cambodia,6,2,,Preliminary,Vientiane,2014
6434,US Virgin Islands,British Virgin Islands,2,0,,Preliminary,Charlotte Amalie,2014
6435,Anguilla,Dominican Republic,0,2,,Preliminary,San Cristóbal,2014
6436,Aruba,Saint Lucia,4,2,,Preliminary,Oranjestad,2014
6437,Bahamas,Turks and Caicos,6,0,,Preliminary,Nassau,2014
6438,British Virgin Islands,US Virgin Islands,1,2,,Preliminary,Tortola,2014
6439,Dominican Republic,Anguilla,4,0,,Preliminary,San Cristóbal,2014
6440,Saint Lucia,Aruba,4,2,,Preliminary,Castries,2014
6441,Belize,Montserrat,3,1,,Preliminary,San Pedro Sula,2014
6442,China,Laos,7,2,,Preliminary,Kunming,2014
6443,Lebanon,Bangladesh,4,0,,Preliminary,Beirut,2014
6444,Thailand,Palestine,1,0,,Preliminary,Buriram,2014
6445,Turkmenistan,Indonesia,1,1,,Preliminary,Ashgabat,2014
6446,Jordan,Nepal,9,0,,Preliminary,Amman,2014
6447,Syria,Tajikistan,0,3,,Preliminary,Amman,2014
6448,Uzbekistan,Kyrgyzstan,4,0,,Preliminary,Tashkent,2014
6449,Iraq,Yemen,2,0,,Preliminary,Arbil,2014
6450,Qatar,Vietnam,3,0,,Preliminary,Doha,2014
6451,Iran,Maldives,4,0,,Preliminary,Tehran,2014
6452,Singapore,Malaysia,5,3,,Preliminary,Singapore,2014
6453,Kuwait,Philippines,3,0,,Preliminary,Kuwait,2014
6454,Oman,Myanmar,2,0,,Preliminary,Muscat,2014
6455,United Arab Emirates,India,3,0,,Preliminary,Al-Ain,2014
6456,Saudi Arabia,Hong Kong,3,0,,Preliminary,Dammam,2014
6457,Laos,China,1,6,,Preliminary,Vientiane,2014
6458,Bangladesh,Lebanon,2,0,,Preliminary,Dhaka,2014
6459,Palestine,Thailand,2,2,,Preliminary,Al-Ram,2014
6460,Indonesia,Turkmenistan,4,3,,Preliminary,Jakarta,2014
6461,Nepal,Jordan,1,1,,Preliminary,Kathmandu,2014
6462,Tajikistan,Syria,3,0,,Preliminary,Tursunzoda,2014
6463,Kyrgyzstan,Uzbekistan,0,3,,Preliminary,Bishkek,2014
6464,Yemen,Iraq,0,0,,Preliminary,Al-Ain,2014
6465,Vietnam,Qatar,2,1,,Preliminary,Hanoi,2014
6466,Maldives,Iran,0,1,,Preliminary,Malé,2014
6467,Malaysia,Singapore,1,1,,Preliminary,Kuala Lumpur,2014
6468,Philippines,Kuwait,1,2,,Preliminary,Manila,2014
6469,Myanmar,Oman,0,2,,Preliminary,Yangon,2014
6470,India,United Arab Emirates,2,2,,Preliminary,New Delhi,2014
6471,Hong Kong,Saudi Arabia,0,5,,Preliminary,Hong Kong,2014
6472,Iraq,Jordan,0,2,,Preliminary,Arbil,2014
6473,China,Singapore,2,1,,Preliminary,Kunming,2014
6474,United Arab Emirates,Kuwait,2,3,,Preliminary,Al-Ain,2014
6475,South Korea,Lebanon,6,0,,Preliminary,Goyang,2014
6476,Tajikistan,Uzbekistan,0,1,,Preliminary,Tursunzoda,2014
6477,Japan,North Korea,1,0,,Preliminary,Saitama,2014
6478,Oman,Saudi Arabia,0,0,,Preliminary,Muscat,2014
6479,Australia,Thailand,2,1,,Preliminary,Brisbane,2014
6480,Iran,Indonesia,3,0,,Preliminary,Tehran,2014
6481,Bahrain,Qatar,0,0,,Preliminary,Manama,2014
6482,Surinam,Cayman Islands,1,0,,Preliminary,Paramaribo,2014
6483,El Salvador,Dominican Republic,3,2,,Preliminary,San Salvador,2014
6484,Trinidad and Tobago,Bermuda,1,0,,Preliminary,Port of Spain,2014
6485,Guyana,Barbados,2,0,,Preliminary,Georgetown,2014
6486,Dominica,Nicaragua,0,2,,Preliminary,Roseau,2014
6487,Saint Kitts & Nevis,Puerto Rico,0,0,,Preliminary,Basseterre,2014
6488,Canada,Saint Lucia,4,1,,Preliminary,Toronto,2014
6489,Grenada,Belize,0,3,,Preliminary,St Georges,2014
6490,Guatemala,Saint Vincent & The Grenadines,4,0,,Preliminary,Guatemala,2014
6491,Haiti,US Virgin Islands,6,0,,Preliminary,Port-au-Prince,2014
6492,Antigua and Barbuda,Curaçao,5,2,,Preliminary,St Johns,2014
6493,Jordan,China,2,1,,Preliminary,Amman,2014
6494,Singapore,Iraq,0,2,,Preliminary,Singapore,2014
6495,Lebanon,United Arab Emirates,3,1,,Preliminary,Beirut,2014
6496,Kuwait,South Korea,1,1,,Preliminary,Kuwait,2014
6497,North Korea,Tajikistan,1,0,,Preliminary,Pyongyang,2014
6498,Uzbekistan,Japan,1,1,,Preliminary,Tashkent,2014
6499,Thailand,Oman,3,0,,Preliminary,Bangkok,2014
6500,Saudi Arabia,Australia,1,3,,Preliminary,Dammam,2014
6501,Indonesia,Bahrain,0,2,,Preliminary,Jakarta,2014
6502,Qatar,Iran,1,1,,Preliminary,Doha,2014
6503,Dominican Republic,Surinam,1,1,,Preliminary,San Salvador,2014
6504,Cayman Islands,El Salvador,1,4,,Preliminary,Georgetown,2014
6505,Barbados,Trinidad and Tobago,0,2,,Preliminary,Bridgetown,2014
6506,Guyana,Bermuda,2,1,,Preliminary,Georgetown,2014
6507,Nicaragua,Panama,1,2,,Preliminary,Managua,2014
6508,Saint Lucia,Saint Kitts & Nevis,2,4,,Preliminary,Gros Islet,2014
6509,Puerto Rico,Canada,0,3,,Preliminary,Bayamón,2014
6510,Belize,Guatemala,1,2,,Preliminary,Belmopan,2014
6511,US Virgin Islands,Antigua and Barbuda,1,8,,Preliminary,Frederiksted,2014
6512,Curaçao,Haiti,2,4,,Preliminary,Willemstad,2014
6513,Saint Vincent & The Grenadines,Grenada,2,1,,Preliminary,Kingstown,2014
6514,Dominican Republic,El Salvador,1,2,,Preliminary,San Cristóbal,2014
6515,Cayman Islands,Surinam,0,1,,Preliminary,Georgetown,2014
6516,Barbados,Guyana,0,2,,Preliminary,Bridgetown,2014
6517,Bermuda,Trinidad and Tobago,2,1,,Preliminary,Prospect,2014
6518,Dominica,Panama,0,5,,Preliminary,Roseau,2014
6519,Saint Lucia,Canada,0,7,,Preliminary,Gros Islet,2014
6520,Puerto Rico,Saint Kitts & Nevis,1,1,,Preliminary,Bayamón,2014
6521,Saint Vincent & The Grenadines,Guatemala,0,3,,Preliminary,Kingstown,2014
6522,Belize,Grenada,1,4,,Preliminary,Belmopan,2014
6523,US Virgin Islands,Haiti,0,7,,Preliminary,Frederiksted,2014
6524,Curaçao,Antigua and Barbuda,0,1,,Preliminary,Willemstad,2014
6525,Ecuador,Venezuela,2,0,,Preliminary,Quito,2014
6526,Uruguay,Bolivia,4,2,,Preliminary,Montevideo,2014
6527,Argentina,Chile,4,1,,Preliminary,Buenos Aires,2014
6528,Peru,Paraguay,2,0,,Preliminary,Lima,2014
6529,Singapore,Jordan,0,3,,Preliminary,Singapore,2014
6530,China,Iraq,0,1,,Preliminary,Shenzhen,2014
6531,Lebanon,Kuwait,2,2,,Preliminary,Beirut,2014
6532,South Korea,United Arab Emirates,2,1,,Preliminary,Suwon,2014
6533,North Korea,Uzbekistan,0,1,,Preliminary,Pyongyang,2014
6534,Japan,Tajikistan,8,0,,Preliminary,Osaka,2014
6535,Thailand,Saudi Arabia,0,0,,Preliminary,Bangkok,2014
6536,Australia,Oman,3,0,,Preliminary,Sydney,2014
6537,Indonesia,Qatar,2,3,,Preliminary,Jakarta,2014
6538,Iran,Bahrain,6,0,,Preliminary,Tehran,2014
6539,Surinam,Dominican Republic,1,3,,Preliminary,Paramaribo,2014
6540,El Salvador,Cayman Islands,4,0,,Preliminary,San Salvador,2014
6541,Trinidad and Tobago,Barbados,4,0,,Preliminary,Port of Spain,2014
6542,Bermuda,Guyana,1,1,,Preliminary,Prospect,2014
6543,Panama,Nicaragua,5,1,,Preliminary,Panamá,2014
6544,Canada,Puerto Rico,0,0,,Preliminary,Toronto,2014
6545,Saint Kitts & Nevis,Saint Lucia,1,1,,Preliminary,Basseterre,2014
6546,Guatemala,Belize,3,1,,Preliminary,Guatemala,2014
6547,Haiti,Curaçao,2,2,,Preliminary,Port-au-Prince,2014
6548,Antigua and Barbuda,US Virgin Islands,10,0,,Preliminary,St Johns,2014
6549,Bolivia,Colombia,1,2,,Preliminary,La Paz,2014
6550,Paraguay,Uruguay,1,1,,Preliminary,Asunción,2014
6551,Chile,Peru,4,2,,Preliminary,Santiago,2014
6552,Venezuela,Argentina,1,0,,Preliminary,Puerto la Cruz,2014
6553,Grenada,Saint Vincent & The Grenadines,1,1,,Preliminary,St Georges,2014
6554,São Tomé e Príncipe,Congo,0,5,,Preliminary,São Tomé,2014
6555,Djibouti,Namibia,0,4,,Preliminary,Djibouti,2014
6556,Comoros,Mozambique,0,1,,Preliminary,Mitsamiouli,2014
6557,Eritrea,Rwanda,1,1,,Preliminary,Asmara,2014
6558,Swaziland,D.R. Congo,1,3,,Preliminary,Lobamba,2014
6559,Equatorial Guinea,Madagascar,2,0,,Preliminary,Malabo,2014
6560,Chad,Tanzania,1,2,,Preliminary,Ndjaména,2014
6561,Guinea-Bissau,Togo,1,1,,Preliminary,Bissau,2014
6562,Seychelles,Kenya,0,3,,Preliminary,Victoria,2014
6563,Lesotho,Burundi,1,0,,Preliminary,Maseru,2014
6564,Iraq,China,1,0,,Preliminary,Doha,2014
6565,Jordan,Singapore,2,0,,Preliminary,Amman,2014
6566,United Arab Emirates,South Korea,0,2,,Preliminary,Dubai,2014
6567,Kuwait,Lebanon,0,1,,Preliminary,Kuwait,2014
6568,Tajikistan,Japan,0,4,,Preliminary,Dushanbe,2014
6569,Uzbekistan,North Korea,1,0,,Preliminary,Tashkent,2014
6570,Oman,Australia,1,0,,Preliminary,Muscat,2014
6571,Saudi Arabia,Thailand,3,0,,Preliminary,Riyadh,2014
6572,Bahrain,Iran,1,1,,Preliminary,Manama,2014
6573,Qatar,Indonesia,4,0,,Preliminary,Doha,2014
6574,Dominican Republic,Cayman Islands,4,0,,Preliminary,San Cristóbal,2014
6575,Surinam,El Salvador,1,3,,Preliminary,Paramaribo,2014
6576,Bermuda,Barbados,2,1,,Preliminary,Prospect,2014
6577,Guyana,Trinidad and Tobago,2,1,,Preliminary,Georgetown,2014
6578,Nicaragua,Dominica,1,0,,Preliminary,Managua,2014
6579,Saint Kitts & Nevis,Canada,0,0,,Preliminary,Basseterre,2014
6580,Saint Lucia,Puerto Rico,0,4,,Preliminary,Bayamón,2014
6581,Belize,Saint Vincent & The Grenadines,1,1,,Preliminary,Belmopan,2014
6582,Guatemala,Grenada,3,0,,Preliminary,Guatemala,2014
6583,US Virgin Islands,Curaçao,0,3,,Preliminary,Frederiksted,2014
6584,Antigua and Barbuda,Haiti,1,0,,Preliminary,St Johns,2014
6585,Argentina,Bolivia,1,1,,Preliminary,Buenos Aires,2014
6586,Colombia,Venezuela,1,1,,Preliminary,Barranquilla,2014
6587,Uruguay,Chile,4,0,,Preliminary,Montevideo,2014
6588,Paraguay,Ecuador,2,1,,Preliminary,Asunción,2014
6589,Somalia,Ethiopia,0,0,,Preliminary,Djibouti,2014
6590,Cayman Islands,Dominican Republic,1,1,,Preliminary,Georgetown,2014
6591,Barbados,Bermuda,1,2,,Preliminary,Prospect,2014
6592,Puerto Rico,Saint Lucia,3,0,,Preliminary,Mayagüez,2014
6593,Congo,São Tomé e Príncipe,1,1,,Preliminary,Pointe-Noire,2014
6594,Namibia,Djibouti,4,0,,Preliminary,Windhoek,2014
6595,Mozambique,Comoros,4,1,,Preliminary,Maputo,2014
6596,Rwanda,Eritrea,3,1,,Preliminary,Kigali,2014
6597,D.R. Congo,Swaziland,5,1,,Preliminary,Kinshasa,2014
6598,Madagascar,Equatorial Guinea,2,1,,Preliminary,Antananarivo,2014
6599,Tanzania,Chad,0,1,,Preliminary,Dar es Salaam,2014
6600,Togo,Guinea-Bissau,1,0,,Preliminary,Lomé,2014
6601,Kenya,Seychelles,4,0,,Preliminary,Nairobi,2014
6602,Burundi,Lesotho,2,2,,Preliminary,Bujumbura,2014
6603,Jordan,Iraq,1,3,,Preliminary,Amman,2014
6604,Singapore,China,0,4,,Preliminary,Singapore,2014
6605,Lebanon,South Korea,2,1,,Preliminary,Beirut,2014
6606,Kuwait,United Arab Emirates,2,1,,Preliminary,Kuwait,2014
6607,North Korea,Japan,1,0,,Preliminary,Pyongyang,2014
6608,Uzbekistan,Tajikistan,3,0,,Preliminary,Tashkent,2014
6609,Thailand,Australia,0,1,,Preliminary,Bangkok,2014
6610,Saudi Arabia,Oman,0,0,,Preliminary,Riyadh,2014
6611,Qatar,Bahrain,0,0,,Preliminary,Doha,2014
6612,Indonesia,Iran,1,4,,Preliminary,Jakarta,2014
6613,El Salvador,Surinam,4,0,,Preliminary,San Salvador,2014
6614,Trinidad and Tobago,Guyana,2,0,,Preliminary,Port of Spain,2014
6615,Panama,Dominica,3,0,,Preliminary,Panamá,2014
6616,Canada,Saint Kitts & Nevis,4,0,,Preliminary,Toronto,2014
6617,Saint Vincent & The Grenadines,Belize,0,2,,Preliminary,Kingstown,2014
6618,Grenada,Guatemala,1,4,,Preliminary,St Georges,2014
6619,Haiti,Antigua and Barbuda,2,1,,Preliminary,Port-au-Prince,2014
6620,Curaçao,US Virgin Islands,6,1,,Preliminary,Willemstad,2014
6621,Colombia,Argentina,1,2,,Preliminary,Barranquilla,2014
6622,Ecuador,Peru,2,0,,Preliminary,Quito,2014
6623,Chile,Paraguay,2,0,,Preliminary,Santiago,2014
6624,Venezuela,Bolivia,1,0,,Preliminary,San Cristóbal,2014
6625,Ethiopia,Somalia,5,0,,Preliminary,Addis Ababa,2014
6626,American Samoa,Tonga,2,1,,Preliminary,Apia,2014
6627,Cook Islands,Samoa,2,3,,Preliminary,Apia,2014
6628,American Samoa,Cook Islands,1,1,,Preliminary,Apia,2014
6629,Samoa,Tonga,1,1,,Preliminary,Apia,2014
6630,Tonga,Cook Islands,2,1,,Preliminary,Apia,2014
6631,Samoa,American Samoa,1,0,,Preliminary,Apia,2014
6632,Iraq,Singapore,7,1,,Preliminary,Doha,2014
6633,China,Jordan,3,1,,Preliminary,Guangzhou,2014
6634,South Korea,Kuwait,2,0,,Preliminary,Seoul,2014
6635,United Arab Emirates,Lebanon,4,2,,Preliminary,Abu Dhabi,2014
6636,Tajikistan,North Korea,1,1,,Preliminary,Khujand,2014
6637,Japan,Uzbekistan,0,1,,Preliminary,Toyota,2014
6638,Oman,Thailand,2,0,,Preliminary,Muscat,2014
6639,Australia,Saudi Arabia,4,2,,Preliminary,Melbourne,2014
6640,Bahrain,Indonesia,10,0,,Preliminary,Manama,2014
6641,Iran,Qatar,2,2,,Preliminary,Tehran,2014
6642,Vanuatu,New Caledonia,2,5,,Preliminary,Honiara,2014
6643,Samoa,Tahiti,1,10,,Preliminary,Honiara,2014
6644,Bolivia,Chile,0,2,,Preliminary,La Paz,2014
6645,Argentina,Ecuador,4,0,,Preliminary,Buenos Aires,2014
6646,Uruguay,Venezuela,1,1,,Preliminary,Montevideo,2014
6647,Fiji,New Zealand,0,1,,Preliminary,Honiara,2014
6648,Solomon Islands,Papua New Guinea,1,0,,Preliminary,Honiara,2014
6649,Central African Republic,Botswana,2,0,,Preliminary,Bangui,2014
6650,Sierra Leone,Cape Verde,2,1,,Preliminary,Freetown,2014
6651,Tunisia,Equatorial Guinea,3,1,,Preliminary,Monastir,2014
6652,Gambia,Morocco,1,1,,Preliminary,Bakau,2014
6653,Ivory Coast,Tanzania,2,0,,Preliminary,Abidjan,2014
6654,Ghana,Lesotho,7,0,,Preliminary,Kumasi,2014
6655,Sudan,Zambia,2,0,,Preliminary,Khartoum,2014
6656,Burkina Faso,Congo,0,0,,Preliminary,Ouagadougou,2014
6657,Kenya,Malawi,0,0,,Preliminary,Nairobi,2014
6658,Egypt,Mozambique,2,0,,Preliminary,Alexandria,2014
6659,Algeria,Rwanda,4,0,,Preliminary,Blida,2014
6660,Cameroon,D.R. Congo,1,0,,Preliminary,Yaoundé,2014
6661,Senegal,Liberia,3,1,,Preliminary,Dakar,2014
6662,Peru,Colombia,0,1,,Preliminary,Lima,2014
6663,Uzbekistan,Iran,0,1,,Preliminary,Tashkent,2014
6664,Lebanon,Qatar,0,1,,Preliminary,Beirut,2014
6665,Jordan,Iraq,1,1,,Preliminary,Amman,2014
6666,Japan,Oman,3,0,,Preliminary,Saitama,2014
6667,Vanuatu,Samoa,5,0,,Preliminary,Honiara,2014
6668,Tahiti,New Caledonia,4,3,,Preliminary,Honiara,2014
6669,South Africa,Ethiopia,1,1,,Preliminary,Rustenburg,2014
6670,Niger,Gabon,0,0,,Preliminary,Niamey,2014
6671,Nigeria,Namibia,1,0,,Preliminary,Calabar,2014
6672,Zimbabwe,Guinea,0,1,,Preliminary,Harare,2014
6673,Benin,Mali,1,0,,Preliminary,Cotonou,2014
6674,Togo,Libya,1,1,,Preliminary,Lomé,2014
6675,Angola,Uganda,1,1,,Preliminary,Luanda,2014
6676,Fiji,Solomon Islands,0,0,,Preliminary,Honiara,2014
6677,Papua New Guinea,New Zealand,1,2,,Preliminary,Honiara,2014
6678,Tahiti,Vanuatu,4,1,,Preliminary,Honiara,2014
6679,New Caledonia,Samoa,9,0,,Preliminary,Honiara,2014
6680,Papua New Guinea,Fiji,1,1,,Preliminary,Honiara,2014
6681,New Zealand,Solomon Islands,1,1,,Preliminary,Honiara,2014
6682,USA,Antigua and Barbuda,3,1,,Preliminary,Tampa,2014
6683,Jamaica,Guatemala,2,1,,Preliminary,Kingston,2014
6684,Mexico,Guyana,3,1,,Preliminary,México DF,2014
6685,Costa Rica,El Salvador,2,2,,Preliminary,San José,2014
6686,Honduras,Panama,0,2,,Preliminary,San Pedro Sula,2014
6687,Cuba,Canada,0,1,,Preliminary,La Habana,2014
6688,Lebanon,Uzbekistan,1,1,,Preliminary,Beirut,2014
6689,Qatar,South Korea,1,4,,Preliminary,Doha,2014
6690,Oman,Australia,0,0,,Preliminary,Muscat,2014
6691,Japan,Jordan,6,0,,Preliminary,Saitama,2014
6692,Tahiti,Solomon Islands,1,0,,Preliminary,Honiara,2014
6693,New Caledonia,New Zealand,2,0,,Preliminary,Honiara,2014
6694,Bolivia,Paraguay,3,1,,Preliminary,La Paz,2014
6695,Venezuela,Chile,0,2,,Preliminary,Puerto la Cruz,2014
6696,Botswana,South Africa,1,1,,Preliminary,Gaborone,2014
6697,Equatorial Guinea,Sierra Leone,2,2,,Preliminary,Malabo,2014
6698,Cape Verde,Tunisia,1,2,,Preliminary,Praia,2014
6699,Morocco,Ivory Coast,2,2,,Preliminary,Marrakech,2014
6700,Zambia,Ghana,1,0,,Preliminary,Ndola,2014
6701,Congo,Niger,1,0,,Preliminary,Pointe-Noire,2014
6702,Gabon,Burkina Faso,1,0,,Preliminary,Libreville,2014
6703,Namibia,Kenya,1,0,,Preliminary,Windhoek,2014
6704,Malawi,Nigeria,1,1,,Preliminary,Blantyre,2014
6705,Uganda,Senegal,1,1,,Preliminary,Kampala,2014
6706,Uruguay,Peru,4,2,,Preliminary,Montevideo,2014
6707,Ecuador,Colombia,1,0,,Preliminary,Quito,2014
6708,Solomon Islands,New Zealand,3,4,,Preliminary,Honiara,2014
6709,Tahiti,New Caledonia,1,0,,Preliminary,Honiara,2014
6710,Ethiopia,Central African Republic,2,0,,Preliminary,Addis Ababa,2014
6711,Tanzania,Gambia,2,1,,Preliminary,Dar es Salaam,2014
6712,Lesotho,Sudan,0,0,,Preliminary,Maseru,2014
6713,Guinea,Egypt,2,3,,Preliminary,Conakry,2014
6714,Mozambique,Zimbabwe,0,0,,Preliminary,Maputo,2014
6715,Rwanda,Benin,1,1,,Preliminary,Kigali,2014
